ANO_ELEICAO;NR_TURNO;TP_ABRANGENCIA;SG_UF;CD_MUNICIPIO;NM_MUNICIPIO;NR_ZONA;DS_CARGO;NR_CANDIDATO;NM_CANDIDATO;NM_URNA_CANDIDATO;DS_DETALHE_SITUACAO_CAND;SG_PARTIDO;NM_COLIGACAO;DS_SIT_TOT_TURNO;QT_VOTOS_NOMINAIS;codeIBGE;espectro;pop2020;img;PIB;PIB_agr;PIB_ind;PIB_com;PIB_estatal;micro;meso
2020;1;M;MG;51039;RIO ESPERA;11;Prefeito;22;LUCIO MARCOS DA SILVEIRA;MARQUINHO MATIPÓ;DEFERIDO;PL;RIO ESPERA NO RUMO CERTO ;ELEITO;2365;3155207;DIREITA;5402;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pl.png;49784;8022;1786;14360;23812;Viçosa;Zona da Mata
2020;1;M;MG;47813;MADRE DE DEUS DE MINAS;14;Prefeito;25;OSMAR DE OLIVEIRA;OSMAR;DEFERIDO;DEM;SAÚDE SE FAZ COM EXPERIÊNCIA;ELEITO;1331;3139102;DIREITA;5109;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/dem.png;192233;81588;29347;46739;25184;São João Del Rei;Campo das Vertentes
2020;1;M;MG;40940;JUVENÍLIA;342;Prefeito;13;ROMULO MARINHO CARNEIRO;ROMULO CARNEIRO;DEFERIDO;PT;JUVENILIA PARA TODOS;ELEITO;2399;3136959;ESQUERDA;5715;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pt.png;50241;5913;2455;13219;27201;Januária;Norte de Minas
2020;1;M;MG;42307;JOSÉ GONÇALVES DE MINAS;336;Prefeito;77;MARIA GOMES MOTOSO ROCHA;DONA LIA;DEFERIDO;SOLIDARIEDADE; CONSTRUINDO UMA NOVA HISTÓRIA ;ELEITO;2133;3136520;CENTRO DIREITA;4487;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/solidariedade.png;46167;10204;1413;11054;22276;Capelinha;Jequitinhonha
2020;1;M;MG;41971;CAETANÓPOLIS;206;Prefeito;11;JOÃO PROCÓPIO DE ALMEIDA FILHO;JOAOZINHO PROCÓPIO;DEFERIDO;PP;PARA FAZER DIFERENTE ;ELEITO;3352;3109907;DIREITA;11749;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pp.png;274278;26055;79153;95423;50400;Sete Lagoas;Metropolitana de Belo Horizonte
2020;1;M;MG;49832;PEDRINÓPOLIS;291;Prefeito;55;RAFAEL FERREIRA SILVA;RAFAEL;DEFERIDO;PSD;PARTIDO ISOLADO;ELEITO;1539;3149200;CENTRO ESQUERDA;3643;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psd.png;124888;47472;5577;39582;23747;Araxá;Triângulo Mineiro/Alto Paranaíba
2020;1;M;MG;51977;SANTO ANTÔNIO DO AMPARO;46;Prefeito;20;CARLOS HENRIQUE AVELAR;CAÍQUE;DEFERIDO;PSC;CORAGEM E EXPERIÊNCIA PARA FAZER A DIFERENÇA;ELEITO;4862;3159902;DIREITA;18613;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psc.png;273193;25327;13769;129483;80831;Oliveira;Oeste de Minas
2020;1;M;MG;42994;CASCALHO RICO;110;Prefeito;55;JOSÉ BORGES DE OLIVEIRA;JOSÉ BORGES;DEFERIDO;PSD;TRABALHO E PROGRESSO;ELEITO;1857;3115003;CENTRO ESQUERDA;3092;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psd.png;60727;18551;2903;15843;21082;Uberlândia;Triângulo Mineiro/Alto Paranaíba
2020;1;M;MG;46230;IPANEMA;129;Prefeito;22;JULIO FONTOURA DE MORAES JUNIOR;JULIO FONTOURA;DEFERIDO;PL;SIM, IPANEMA PODE MAIS(PL/PATRIOTA);ELEITO;4086;3131208;DIREITA;20000;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pl.png;273954;12838;26141;128066;85723;Aimorés;Vale do Rio Doce
2020;1;M;MG;41092;BARÃO DE MONTE ALTO;201;Prefeito;22;FÁBIO SOARES GUIMARÃES;FABINHO;DEFERIDO;PL;DEMOCRACIA O GRITO DO POVO;ELEITO;2729;3105509;DIREITA;5354;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pl.png;49637;5272;2473;15341;24996;Muriaé;Zona da Mata
2020;1;M;MG;51152;RIO POMBA;239;Prefeito;10;REGINALDO FURTADO DE CARVALHO;REGINALDO FURTADO;DEFERIDO;REPUBLICANOS;A FORÇA DO POVO PRA FAZER A MUDANÇA;ELEITO;5366;3155801;CENTRO DIREITA;17959;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/republicanos.png;356517;12653;59545;177105;72985;Ubá;Zona da Mata
2020;1;M;MG;44890;ESTIVA;300;Prefeito;25;VAGNER ABILIO BELIZARIO;BILINHO;DEFERIDO;DEM;PARTIDO ISOLADO;ELEITO;3576;3124500;DIREITA;11386;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/dem.png;272554;49444;14076;135334;47769;Pouso Alegre;Sul/Sudoeste de Minas
2020;1;M;MG;49930;PERDIGÃO;298;Prefeito;45;GILMAR TEODORO DE SÃO JOSÉ;GILMAR TEODORO;DEFERIDO;PSDB;PERDIGÃO, MELHOR PARA TODOS;ELEITO;3334;3149705;DIREITA;11755;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psdb.png;237429;10110;85211;70900;51676;Divinópolis;Oeste de Minas
2020;1;M;MG;51810;SANTANA DOS MONTES;88;Prefeito;10;AVANILSON ALVES DE OLIVEIRA;CICI DO LÊGO;DEFERIDO;REPUBLICANOS;SANTANA NOVOS TEMPOS NOVOS RUMOS;ELEITO;1576;3159100;CENTRO DIREITA;3765;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/republicanos.png;40570;3830;2340;12920;20164;Conselheiro Lafaiete;Metropolitana de Belo Horizonte
2020;1;M;MG;43931;CORONEL XAVIER CHAVES;232;Prefeito;45;FÚVIO OLÍMPIO DE OLIVEIRA PINTO;FÚVIO DO CHICO PREFEITO;DEFERIDO;PSDB;JUNTOS PELA HARMONIA E DESENVOLVIMENTO DO MUNICÍPIO;ELEITO;1329;3119708;DIREITA;3441;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psdb.png;49870;13130;3096;13617;18010;São João Del Rei;Campo das Vertentes
2020;1;M;MG;54291;VIEIRAS;187;Prefeito;14;RICARDO CELLES MAIA;RICARDO MAIA;DEFERIDO;PTB;RUMO NOVO COM A FORÇA DO POVO;ELEITO;1830;3171402;CENTRO DIREITA;3589;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/ptb.png;37437;4832;1698;10415;19245;Muriaé;Zona da Mata
2020;1;M;MG;46558;ITAMBÉ DO MATO DENTRO;132;Prefeito;11;CLEIDILENY APARECIDA CHAVES;CLEIDILENY;DEFERIDO;PP;ITAMBÉ SEGUINDO EM FRENTE;ELEITO;1143;3132800;DIREITA;2056;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pp.png;28184;3004;854;9297;13759;Conceição do Mato Dentro;Metropolitana de Belo Horizonte
2020;1;M;MG;40800;SARZEDO;288;Prefeito;11;MARCELO PINHEIRO DO AMARAL;MARCELO PINHEIRO;DEFERIDO;PP;SARZEDO NO CAMINHO CERTO;ELEITO;11032;3165537;DIREITA;33413;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pp.png;1069251;1915;451207;330185;163717;Belo Horizonte;Metropolitana de Belo Horizonte
2020;1;M;MG;51136;RIO PIRACICABA;150;Prefeito;23;AUGUSTO HENRIQUE DA SILVA;AUGUSTO;DEFERIDO;CIDADANIA;UMA NOVA RIO PIRACICABA;ELEITO;4247;3155702;CENTRO;14332;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/cidadania.png;774127;16580;473224;199948;67057;Itabira;Metropolitana de Belo Horizonte
2020;1;M;MG;41084;MONTE FORMOSO;149;Prefeito;10;JOSE GOMES DA SILVA;JUCA DO SINDICATO;DEFERIDO;REPUBLICANOS;PARA MONTE FORMOSO NÃO PARAR;ELEITO;1674;3143153;CENTRO DIREITA;4923;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/republicanos.png;37566;2560;1062;9332;23116;Almenara;Jequitinhonha
2020;1;M;MG;44113;CRUCILÂNDIA;47;Prefeito;11;ILAERSON FERREIRA DE SOUZA;LAERCIO DE SOUZA;DEFERIDO;PP;CRUCILÂNDIA  O TRABALHO NÃO PODE PARAR!;ELEITO;2711;3120607;DIREITA;5054;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pp.png;72739;7609;10095;25847;24953;Itaguara;Metropolitana de Belo Horizonte
2020;1;M;MG;41688;ANGELÂNDIA;67;Prefeito;45;JOÃO PAULO BATISTA DE SOUZA;PAULINHO PINHEIRO;DEFERIDO;PSDB;PAZ E PROSPERIDADE;ELEITO;2212;3102852;DIREITA;8557;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psdb.png;89686;16814;6380;25187;37375;Capelinha;Jequitinhonha
2020;1;M;MG;43575;CONGONHAL;227;Prefeito;10;MOISÉS FERREIRA VAZ;MOISÉS DA AUTOPEÇAS;DEFERIDO;REPUBLICANOS;OLHAR PRA FRENTE E FAZER DIFERENTE;ELEITO;3862;3117900;CENTRO DIREITA;12082;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/republicanos.png;206585;8876;45835;83248;50230;Pouso Alegre;Sul/Sudoeste de Minas
2020;1;M;MG;54070;UNAÍ;280;Prefeito;45;JOSE GOMES BRANQUINHO;BRANQUINHO;DEFERIDO;PSDB;UNAÍ MELHOR PARA VOCÊ;ELEITO;25126;3170404;DIREITA;84930;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psdb.png;2935116;782041;263538;1225905;415493;Unaí;Noroeste de Minas
2020;1;M;MG;41572;BOM REPOUSO;59;Prefeito;10;EDMILSON ANDRADE;EDMILSON DO TIÃO DO ROQUE;DEFERIDO;REPUBLICANOS;A UNIÃO FAZ ACONTECER;ELEITO;3828;3107901;CENTRO DIREITA;10537;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/republicanos.png;132298;22330;7310;48785;45847;Pouso Alegre;Sul/Sudoeste de Minas
2020;1;M;MG;41106;NATALÂNDIA;329;Prefeito;70;GERALDO MAGELA GOMES;GÊ;DEFERIDO;AVANTE;O PROGRESSO CONTINUA ;ELEITO;1508;3144375;CENTRO DIREITA;3308;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/avante.png;51684;7184;2030;20159;19660;Unaí;Noroeste de Minas
2020;1;M;MG;54054;UMBURATIBA;73;Prefeito;70;BELARMINO TEIXEIRA DA COSTA;TONICO;DEFERIDO;AVANTE;COMPROMISSO COM A MUDANÇA;ELEITO;1784;3170305;CENTRO DIREITA;2596;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/avante.png;33021;5035;1688;8654;16442;Nanuque;Vale do Mucuri
2020;1;M;MG;51675;SANTANA DE CATAGUASES;79;Prefeito;55;MARCOS ANTÔNIO FERREIRA;MARCOS FERREIRA;DEFERIDO;PSD;MELHOR PARA SANTANA;ELEITO;1476;3158409;CENTRO ESQUERDA;3891;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psd.png;42378;4291;2333;13916;20049;Cataguases;Zona da Mata
2020;1;M;MG;42510;CAPINÓPOLIS;302;Prefeito;40;CLEIDIMAR ZANOTTO;CLEIDIMAR;DEFERIDO;PSB;COMPROMISSO COM CAPINÓPOLIS;ELEITO;7260;3112604;DIREITA;16234;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psb.png;373603;104499;20370;151718;73168;Ituiutaba;Triângulo Mineiro/Alto Paranaíba
2020;1;M;MG;40355;ALPERCATA;119;Prefeito;55;RAFAEL AUGUSTO FRANCA OLIVEIRA MACHADO;RAFAEL FRANÇA;DEFERIDO;PSD;UM GOVERNO NOVO PARA NOVOS TEMPOS;ELEITO;2260;3101805;CENTRO ESQUERDA;7436;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psd.png;85096;4981;8840;33622;32431;Governador Valadares;Vale do Rio Doce
2020;1;M;MG;41165;NOVA PORTEIRINHA;147;Prefeito;17;REGINA ANTONIA DE SOUZA FREITAS;REGINA;DEFERIDO;PSL;COLIGAÇÃO CERTEZA DE UM NOVO TEMPO;ELEITO;2233;3145059;DIREITA;7497;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psl.png;109815;23740;7997;39039;34280;Janaúba;Norte de Minas
2020;1;M;MG;40177;ÁGUAS FORMOSAS;4;Prefeito;70;CARLOS SOUZA;CARLINHOS;DEFERIDO;AVANTE;TRABALHO E HONESTIDADE;ELEITO;4958;3100906;CENTRO DIREITA;19247;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/avante.png;258525;11376;25853;120436;82633;Nanuque;Vale do Mucuri
2020;1;M;MG;46051;IGUATAMA;18;Prefeito;77;LUCAS VIEIRA LOPES;LUCAS DO DR CELIO;DEFERIDO;SOLIDARIEDADE;UM NOVO TEMPO PARA IGUATAMA;ELEITO;2807;3130309;CENTRO DIREITA;7923;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/solidariedade.png;356523;47020;120883;91205;36270;Piuí;Oeste de Minas
2020;1;M;MG;45578;GRUPIARA;110;Prefeito;45;RONALDO JOSÉ MACHADO;RONALDO;DEFERIDO;PSDB;UNIÃO, SERIEDADE E PROGRESSO;ELEITO;1029;3127909;DIREITA;1387;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psdb.png;31520;5576;1464;8967;14596;Patrocínio;Triângulo Mineiro/Alto Paranaíba
2020;1;M;MG;41637;BONFINÓPOLIS DE MINAS;329;Prefeito;40;MANOEL DA COSTA LIMA;MANOEL DO LIMA;DEFERIDO;PSB;BONFINOPOLIS NO CORAÇÃO DA GENTE;ELEITO;2097;3108206;DIREITA;5444;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psb.png;193625;93179;11063;50782;29094;Unaí;Noroeste de Minas
2020;1;M;MG;40045;BRASILÂNDIA DE MINAS;151;Prefeito;11;OSEIAS CARDOSO QUEIROZ;OSEIAS ENFERMEIRO;DEFERIDO;PP;O PROGRESSO CONTINUA;ELEITO;3848;3108552;DIREITA;16748;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pp.png;303281;85843;17541;109865;68186;Paracatu;Noroeste de Minas
2020;1;M;MG;43613;CONGONHAS DO NORTE;83;Prefeito;10;FABRICIO APARECIDO OTONI;FABRICIO ENFERMEIRO;DEFERIDO;REPUBLICANOS;UNIDOS PELO POVO DE CONGONHAS DO NORTE;ELEITO;1680;3118106;CENTRO DIREITA;5046;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/republicanos.png;41324;2915;1289;12655;22904;Conceição do Mato Dentro;Metropolitana de Belo Horizonte
2020;1;M;MG;46736;ITATIAIUÇU;140;Prefeito;20;ADÉLCIO ROSA DE MORAIS;ADÉLCIO DA FARMÁCIA;DEFERIDO;PSC; ITATIAIUÇU MERECE MAIS ;ELEITO;4632;3133709;DIREITA;11252;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psc.png;1753855;22628;1177398;417784;64727;Itaguara;Metropolitana de Belo Horizonte
2020;1;M;MG;51616;SANTA MARIA DO SALTO;144;Prefeito;25;MARCOS VINICIUS SOUZA CARVALHO;VENA;DEFERIDO;DEM;AGORA É A VEZ DO POVO;ELEITO;1963;3158102;DIREITA;5217;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/dem.png;43085;2644;1346;12684;25001;Almenara;Jequitinhonha
2020;1;M;MG;48771;MURIAÉ;187;Prefeito;11;JOSÉ BRAZ;JOSÉ BRAZ;DEFERIDO;PP;PROGRESSO COM RESPONSABILIDADE SOCIAL;ELEITO;23763;3143906;DIREITA;109392;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pp.png;2407485;28675;236899;1431286;491461;Muriaé;Zona da Mata
2020;1;M;MG;53937;TURMALINA;336;Prefeito;22;ZILMAR PINHEIRO LOPES;ZILMAR DA FARMÁCIA;DEFERIDO;PL;TURMALINA FELIZ;ELEITO;5591;3169703;DIREITA;20125;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pl.png;372974;101521;23953;134339;86240;Capelinha;Jequitinhonha
2020;1;M;MG;46752;ITAÚNA;140;Prefeito;55;NEIDER MOREIRA DE FARIA;NEIDER MOREIRA;DEFERIDO;PSD;ITAÚNA SEGUINDO EM FRENTE;ELEITO;19375;3133808;CENTRO ESQUERDA;93847;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psd.png;3474951;27002;1120059;1387364;427749;Divinópolis;Oeste de Minas
2020;1;M;MG;53511;SIMONÉSIA;167;Prefeito;22;MARINALVA FERREIRA;MARINALVA FERREIRA;DEFERIDO;PL;UNIDOS POR SIMONÉSIA;ELEITO;6816;3167608;DIREITA;19736;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pl.png;195924;18854;7792;77621;78177;Manhuaçu;Zona da Mata
2020;1;M;MG;45276;FORTUNA DE MINAS;322;Prefeito;15;CLAUDIO GARCIA MACIEL;CLAUDIO DE NICOTE;DEFERIDO;MDB;DESPERTA, FORTUNA E CAMINHA!;ELEITO;1212;3126406;DIREITA;2967;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/mdb.png;40033;6239;2742;11726;17854;Sete Lagoas;Metropolitana de Belo Horizonte
2020;1;M;MG;40509;NOVO ORIENTE DE MINAS;269;Prefeito;20;NORMANDES DA COSTA JARDIM;NORMANDES JARDIM;DEFERIDO;PSC;UNIÃO CÍVICA;ELEITO;2963;3145356;DIREITA;10778;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psc.png;98109;9275;6775;30795;46796;Teófilo Otoni;Vale do Mucuri
2020;1;M;MG;50075;PIEDADE DOS GERAIS;47;Prefeito;11;DANIEL MAURICIO REIS;DANIEL;DEFERIDO;PP;A FÉ É A NOSSA FORÇA O PROGRESSO NOSSO IDEAL;ELEITO;1788;3150406;DIREITA;5009;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pp.png;64296;12785;3201;19938;25287;Itaguara;Metropolitana de Belo Horizonte
2020;1;M;MG;44911;ESTRELA DALVA;7;Prefeito;40;DIEGO COUTINHO DA COSTA;DIEGO DO NELO;DEFERIDO;PSB;PARTIDO ISOLADO;ELEITO;1352;3124609;DIREITA;2325;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psb.png;33613;4973;1498;11125;14714;Cataguases;Zona da Mata
2020;1;M;MG;47090;JEQUERI;339;Prefeito;15;ADILSON LOPES SILVA;ADILSON;DEFERIDO;MDB;CONTINUAR O TRABALHO COM A FORÇA DO POVO;ELEITO;3932;3135506;DIREITA;12315;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/mdb.png;151785;33424;8716;48756;54133;Ponte Nova;Zona da Mata
2020;1;M;MG;46272;IPIAÇU;141;Prefeito;11;RAFAEL EVANGELISTA CAPANEMA;RAFAEL CAPANEMA;DEFERIDO;PP;PARTIDO ISOLADO;ELEITO;1870;3131406;DIREITA;4225;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pp.png;104597;43267;4826;27776;24898;Ituiutaba;Triângulo Mineiro/Alto Paranaíba
2020;1;M;MG;42633;CARANDAÍ;68;Prefeito;55;WASHINGTON LUIS GRAVINA TEIXEIRA;VASIQUINHO;DEFERIDO;PSD;UNIDOS POR CARANDAÍ;ELEITO;8851;3113206;CENTRO ESQUERDA;25669;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psd.png;527283;76877;88367;192101;113807;Barbacena;Campo das Vertentes
2020;1;M;MG;41947;CÓRREGO FUNDO;114;Prefeito;55;DANILO OLIVEIRA CAMPOS;DANILO CONTADOR;DEFERIDO;PSD;ADMINISTRANDO COM RESPONSABILIDADE;ELEITO;2450;3119955;CENTRO ESQUERDA;6382;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psd.png;174218;8781;59162;50861;32142;Formiga;Oeste de Minas
2020;1;M;MG;48054;MARLIÉRIA;98;Prefeito;10;HAMILTON LIMA PAULA;HAMILTON LIMA;DEFERIDO;REPUBLICANOS;UNIDOS POR MARLIÉRIA;ELEITO;1395;3140308;CENTRO DIREITA;4034;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/republicanos.png;42458;3282;1516;13639;22531;Ipatinga;Vale do Rio Doce
2020;1;M;MG;40274;ALBERTINA;13;Prefeito;19;JOÃO PAULO FACANALI DE OLIVEIRA;JOÃO PAULO;DEFERIDO;PODE;UNIDOS PELO BEM;ELEITO;1301;3101409;DIREITA;3011;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pode.png;47306;3445;4789;18150;17473;Poços de Caldas;Sul/Sudoeste de Minas
2020;1;M;MG;53953;TURVOLÂNDIA;253;Prefeito;15;JOSE NELSON MARTINS;ZE NELSINHO;DEFERIDO;MDB;TURVOLANDIA PARA TODOS;ELEITO;1998;3169802;DIREITA;5070;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/mdb.png;99896;33508;6090;30585;24537;Santa Rita do Sapucaí;Sul/Sudoeste de Minas
2020;1;M;MG;41300;PATIS;185;Prefeito;14;VALMIR MORAIS DE SÁ;VALMIR MORAIS;DEFERIDO;PTB;UNIDOS POR PATIS;ELEITO;2220;3147956;CENTRO DIREITA;6002;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/ptb.png;47740;2671;1758;12522;29363;Montes Claros;Norte de Minas
2020;1;M;MG;46132;INDIANÓPOLIS;16;Prefeito;14;LINDOMAR AMARO BORGES;LINDOMAR AMARO;DEFERIDO;PTB; POR NOSSA INDIANÓPOLIS, JUNTOS CAMINHAMOS ;ELEITO;2463;3130705;CENTRO DIREITA;6951;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/ptb.png;372838;104101;155298;59590;43845;Uberlândia;Triângulo Mineiro/Alto Paranaíba
2020;1;M;MG;50377;POCRANE;129;Prefeito;14;ERNANE JOSE DE MACEDO;ERNANE;DEFERIDO;PTB;14 DE NOVO COM A FORÇA DO POVO;ELEITO;2799;3151909;CENTRO DIREITA;8359;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/ptb.png;93301;12241;2765;36030;34993;Aimorés;Vale do Rio Doce
2020;1;M;MG;41955;CACHOEIRA DOURADA;302;Prefeito;11;ALEANDRO FRANCISCO DA SILVA;CANDANGO;DEFERIDO;PP;PARTIDO ISOLADO;ELEITO;908;3109808;DIREITA;2706;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pp.png;80899;28464;3492;20702;25093;Ituiutaba;Triângulo Mineiro/Alto Paranaíba
2020;1;M;MG;52671;SÃO JOSÉ DO GOIABAL;251;Prefeito;40;JOSE ROBERTO GARIFF GUIMARAES;BETO;DEFERIDO;PSB;TODOS POR GOIABAL;ELEITO;1829;3163409;DIREITA;5387;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psb.png;55797;6306;2559;18188;26616;Itabira;Metropolitana de Belo Horizonte
2020;1;M;MG;50490;POUSO ALEGRE;227;Prefeito;25;RAFAEL TADEU SIMOES;RAFAEL SIMÕES;DEFERIDO;DEM;AVANÇA POUSO ALEGRE;ELEITO;50377;3152501;DIREITA;152549;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/dem.png;8789903;67400;1579729;4834166;745758;Pouso Alegre;Sul/Sudoeste de Minas
2020;1;M;MG;41246;ORIZÂNIA;70;Prefeito;12;JONIA LEITE FILHO;JONIA LEITE;DEFERIDO;PDT;PARTIDO ISOLADO;ELEITO;2509;3145877;CENTRO ESQUERDA;8079;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pdt.png;72647;9286;2951;20694;36958;Muriaé;Zona da Mata
2020;1;M;MG;51438;SANTA BÁRBARA;245;Prefeito;25;ALCEMIR JOSÉ MOREIRA;ALCEMIR MOREIRA;DEFERIDO;DEM;JUNTOS, COM HONESTIDADE E INOVAÇÃO PARA SANTA BÁRBARA EVOLUIR SEMPRE.;ELEITO;6661;3157203;DIREITA;31604;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/dem.png;868068;13419;331184;328841;145607;Itabira;Metropolitana de Belo Horizonte
2020;1;M;MG;53775;TIROS;254;Prefeito;25;IVAN PEREIRA NUNES;IVAN NUNES;DEFERIDO;DEM;UM NOVO TEMPO PARA TIROS;ELEITO;2539;3168903;DIREITA;6424;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/dem.png;224142;62638;28677;77540;33914;Patos de Minas;Triângulo Mineiro/Alto Paranaíba
2020;1;M;MG;43699;CONSOLAÇÃO;205;Prefeito;25;ROGILSON APARECIDO MARQUES NOGUEIRA;ROGILSON;DEFERIDO;DEM;POR UMA CONSOLAÇÃO FELIZ PARA TODOS;ELEITO;1224;3118502;DIREITA;1784;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/dem.png;25986;6161;924;6400;11843;Itajubá;Sul/Sudoeste de Minas
2020;1;M;MG;40975;BAEPENDI;80;Prefeito;14;DOUGLAS STADUTO SOUZA;DOUGLAS DA CAIXA;DEFERIDO;PTB;BAEPENDI VOLTANDO A SORRIR;ELEITO;4397;3104908;CENTRO DIREITA;19199;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/ptb.png;305716;16280;24605;160634;85174;São Lourenço;Sul/Sudoeste de Minas
2020;1;M;MG;49298;PAINS;18;Prefeito;43;MARCO AURÉLIO RABELO GOMES;MARCO AURÉLIO;DEFERIDO;PV;JUNTOS O PROGRESSO CONTINUA;ELEITO;3149;3146503;CENTRO;8296;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pv.png;317226;16252;125709;88311;44510;Formiga;Oeste de Minas
2020;1;M;MG;41068;MIRAVÂNIA;166;Prefeito;14;ELZIO MOTA DOURADO;ELZIO MOTA;DEFERIDO;PTB;UNIDOS POR UMA MIRAVANIA MELHOR;ELEITO;1783;3142254;CENTRO DIREITA;4914;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/ptb.png;39493;2403;1283;10702;23958;Januária;Norte de Minas
2020;1;M;MG;46574;ITAMOGI;260;Prefeito;15;RONALDO PEREIRA DIAS;RONALDO DIAS;DEFERIDO;MDB;ITAMOGI QUER CONTINUAR;ELEITO;4418;3132909;DIREITA;10157;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/mdb.png;178059;23645;7265;82019;48168;São Sebastião do Paraíso;Sul/Sudoeste de Minas
2020;1;M;MG;43273;CLARAVAL;127;Prefeito;70;LUIZ GONZAGA CINTRA;LUIZÃO;DEFERIDO;AVANTE;ESSE FAZ, O TRABALHO TEM QUE CONTINUAR;ELEITO;2011;3116407;CENTRO DIREITA;4853;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/avante.png;136849;11776;47771;38138;24294;Passos;Sul/Sudoeste de Minas
2020;1;M;MG;54330;VIRGEM DA LAPA;15;Prefeito;19;DIOGENES TIMO SILVA;DIÓGENES;DEFERIDO;PODE;QUEM FAZ HISTORIA RENOVA COMPROMISSO;ELEITO;4018;3171600;DIREITA;13740;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pode.png;119205;5599;6609;43147;57829;Araçuaí;Jequitinhonha
2020;1;M;MG;42234;CAMPO BELO;64;Prefeito;25;ALISSON DE ASSIS CARVALHO;DR ALISSON;DEFERIDO;DEM;O TRABALHO CONTINUA ;ELEITO;17319;3111200;DIREITA;54186;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/dem.png;1041827;39455;147943;530758;227841;Campo Belo;Oeste de Minas
